01,1804.505896205733,1784.0151790960665,1751.8855093100665,1733.7835006294,1920.5758460689,1942.0343649584665,2400.152408277567,2601.3792241040005,2647.8261515725003,2679.142692752234,2703.963595323267,2716.3785656379664,2683.2079585532,2714.1835385708005,2720.7789000393664,2727.5442658975335,2752.4077935749337,2778.0669007849333,2316.088007689567,2294.599787596567,2024.6512391239,1983.8782980895667,1861.2039497230664,1862.0413987760667,3
02,1773.4075750883997,1777.9584163993998,1776.0678176974,1775.1553240164,1956.0524301809,1965.0060134512,2418.2294621055003,2603.4463129395003,2659.6981460278002,2710.8414882337,2750.622476647,2759.955855871,2719.8128722640004,2739.3038460140006,2728.9259418000006,2731.332391321,2751.5789978780003,2763.9519512320003,2322.4286185509,2306.9105605359,2038.5565695729001,1996.3882810189,1870.8883935464,1876.4483692814001,1 (max norm)
03,1780.2336629704,1820.7032041664,1872.3636141569,2043.5752684169001,2042.1102642395,2499.8486953912,2676.4495657055004,2709.3287290225,2729.8658357335003,2743.6103241225,2750.6241806440003,2706.2606483130003,2727.057958312,2733.0475098935003,2732.9700618325005,2741.2116188105,2741.164341048,2291.0989043884,2293.9690534279,2024.1795046844,1985.7002475189001,1862.5087357293999,1856.3255561789,1828.3807442183997,2
04,1846.4639587074,1837.3138422793998,1868.3526634404,2045.4638579239,2029.2622611688003,2472.4573413715,2657.117457395,2693.2651422430004,2708.0460513330004,2714.265836617,2697.771488887,2643.432224555,2662.9302997160003,2655.4373952530004,2659.605204118,2679.4062268610005,2688.752835845,2258.0606403309,2290.2431736649,2039.6560364139,2008.2725048479,1888.7209419664,1881.9229228324,1855.6819217684,1 (max norm)
05,1786.5471426063998,1783.97513229265,1791.84662171415,1982.1639948271502,1985.6730255458003,2438.1272541425,2632.5073998860003,2657.2364847607505,2670.8516159630003,2673.2289050040004,2662.1611052697504,2611.27101470275,2629.7465203610004,2632.71840525,2632.6798218187505,2648.83551171425,2655.471849042,2231.7307839248997,2250.6711509744,2009.8483893634002,1981.80075643815,1865.9591152656499,1869.1544217696498,1846.0331779848998,4
06,1635.6704201164,1635.5642833253999,1635.4914197763999,1814.7825769819,1864.512366421,2354.708357424,2570.6735384440003,2620.763366013,2654.935832601,2675.205910402,2680.907031405,2643.5915102370004,2674.186230951,2678.7084859640004,2684.8973035070003,2705.4202115320004,2709.5488566940003,2089.6651701555,2076.1732341385,1820.2058340586,1781.6105167159,1659.8126354644,1660.1812465894,1635.0739117163998,1 (max norm)
07,1635.9780156994,1636.0743354134,1636.4017346054,1818.2773719399,1902.410333855,2360.901821424,2566.11895221,2615.8279870300003,2649.840728339,2678.772485296,2693.8549217070004,2662.666969677,2700.9189360440005,2714.9253378710005,2731.8613071810005,2758.218958803,2765.214153018,2114.149136701,2092.48002481,1824.4720976129001,1783.1261367668,1659.3893941761,1660.0483311963999,1634.9413974944,1 (max norm)
08,1635.9074997153998,1635.7772792014,1635.9298193553998,1819.4088381129,1899.221022072,2365.793431616,2566.913638389,2619.0895757730004,2659.065310377,2687.099798576,2701.1664183870002,2671.5638453230004,2710.083124906,2727.2655139300005,2741.7298123920004,2764.348768796,2764.385613418,2107.810755033,2093.234602675,1823.0610251150001,1782.4408837413002,1659.9026311896,1660.2308554925999,1634.5919992594,1 (max norm)
09,1859.9723090333998,1856.5814269413997,1854.0104708503998,2034.1241334229,2035.8640019737,2492.620803937,2660.840738146,2677.4831699720003,2684.0878702160003,2681.406875947,2667.772219222,2613.556084201,2630.725972601,2620.499085919,2616.720506599,2631.937428016,2634.040725826,2216.9137429979,2255.5350506749,2014.3547648749,1990.0919286909,1858.1300906694,1845.6155638644,1813.1413542993998,1
10,1862.5384609694,1872.7299965153998,1863.5791512623998,2033.0897911219001,2031.2562137971,2490.298960856,2672.2034825250003,2710.825564008,2735.2126491020003,2747.747211245,2744.3267047900003,2703.222320303,2730.3427293170002,2730.984845152,2726.9855400610004,2733.6365025150003,2723.959355214,2251.7302331939,2236.0167684309,1963.5963455359001,1922.7609785929,1797.6976055874002,1800.3420334593998,1767.1330317214,1
11,1849.2070346353996,1845.8892073753998,1839.9979291454,2018.6737004679,2018.1436956106,2476.1952616309,2661.846246909,2696.707919177,2724.6642716310002,2731.944958298,2712.197692946,2649.906549412,2667.6304180210004,2677.3376212340004,2677.576274133,2699.948268598,2707.0312590900003,2301.1353244649,2281.0737645789,1998.6110973719,1952.0363737019002,1820.6257891544,1815.2490952204,1781.5599989614,1
12,1783.8830959243999,1817.5797482877333,1819.9445400634002,1808.0546875850662,1974.3700094639,1979.7415268104003,2445.4426500576665,2637.5435512157005,2690.5727776196,2718.412616934667,2731.7800994550003,2729.4701943666664,2669.381000272667,2688.5908734220006,2684.2768591470003,2681.416330931667,2696.8232985186664,2717.9365593863336,2296.2962423212334,2294.2463182239,2028.9974512049,1990.3066209278998,1867.8890255963997,1868.294962399733,3
